doc,label_mixtral,label_human
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_4,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_5,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_6,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_7,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_8,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_9,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_10,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_11,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_12,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_13,EXPLORATION,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_14,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_15,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_16,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_17,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_18,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_19,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_20,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_21,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_22,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_23,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_24,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_25,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_26,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_27,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_28,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_29,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_30,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_31,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_32,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_33,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_34,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_35,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_36,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_37,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_38,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_39,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_40,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_41,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_42,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_43,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_44,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_45,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_46,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_47,EXPLORATION,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_48,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_49,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_50,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_51,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_52,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_53,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_54,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_55,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_56,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_57,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_58,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_59,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_60,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_61,EXPLORATION,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_62,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_63,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_64,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_65,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_66,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_67,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_68,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_69,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_70,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_71,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_72,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_73,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_74,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_75,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_76,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_77,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_78,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_79,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_80,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_81,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_82,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_83,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_84,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_85,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_86,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_87,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_88,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_89,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_90,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_91,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_92,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_93,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_94,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_95,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_96,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_97,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_98,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_99,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_100,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_101,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_102,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_103,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_104,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_105,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_106,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_107,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_108,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_109,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_110,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_111,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_112,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_113,DANGER,DANGER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_114,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_115,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_116,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_117,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_118,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_119,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_120,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_121,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_122,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_123,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_124,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_125,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_126,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_127,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_128,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_129,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_130,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_131,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_132,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_133,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_134,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_135,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_136,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_137,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_138,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_139,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_140,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_141,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_142,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_143,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_144,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_145,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_146,DANGER,DANGER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_147,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_148,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_149,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_150,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_151,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_152,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_153,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_154,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_155,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_156,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_157,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_158,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_159,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_160,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_161,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_162,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_163,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_164,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_165,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_166,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_167,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_168,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_169,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_170,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_171,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_172,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_173,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_174,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_175,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_176,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_177,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_178,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_179,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_180,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_181,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_182,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_183,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_184,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_185,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_186,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_187,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_188,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_189,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_190,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_191,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_192,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_193,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_194,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_195,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_196,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_197,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_198,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_199,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_200,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_201,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_202,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_203,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_204,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_205,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_206,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_207,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_208,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_209,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_210,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_211,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_212,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_213,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_214,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_215,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_216,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_217,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_218,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_219,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_220,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_221,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_222,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_223,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_224,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_225,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_226,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_227,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_228,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_229,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_230,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_231,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_232,DANGER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_233,DANGER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_234,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_235,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_236,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_237,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_238,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_239,OTHER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_240,DANGER,
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_241,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_0,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_1,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_2,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_3,OTHER,DANGER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_4,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_5,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_6,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_7,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_8,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_9,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_10,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_11,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_12,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_13,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_14,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_15,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_16,EXPLORATION,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_17,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_18,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_19,EXPLORATION,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_20,DANGER,DANGER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_21,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_22,DANGER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_23,DANGER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_24,DANGER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_25,DANGER,DANGER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_26,DANGER,DANGER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_27,OTHER,DANGER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_28,OTHER,EXPLORATION
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_29,OTHER,EXPLORATION
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_30,OTHER,EXPLORATION
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_31,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_32,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_33,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_34,OTHER,OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_35,EXPLORATION,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_36,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_37,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_38,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_39,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_40,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_41,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_42,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_43,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_44,EXPLORATION,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_45,EXPLORATION,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_46,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_47,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_48,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_49,EXPLORATION,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_50,EXPLORATION,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_51,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_52,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_53,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_54,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_55,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_56,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_57,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_58,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_59,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_60,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_61,EXPLORATION,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_62,EXPLORATION,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_63,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_64,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_65,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_66,EXPLORATION,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_67,EXPLORATION,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_68,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_69,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_70,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_71,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_72,OTHER,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_73,EXPLORATION,
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_74,EXPLORATION,
