doc,label_mistral,label_human,label_mixtral
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_303,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_304,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_305,EXPLORATION,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_306,OTHER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_307,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_308,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_309,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_310,OTHER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_311,OTHER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_312,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_313,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_314,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_315,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_316,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_317,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_318,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_319,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_320,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_321,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_322,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_323,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_324,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_325,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_326,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_327,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_328,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_329,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_330,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_331,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_332,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_333,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_334,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_335,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_336,DANGER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_337,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_338,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_339,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_340,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_341,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_342,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_343,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_344,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_345,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_346,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_347,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_348,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_349,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_350,OTHER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_351,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_352,OTHER,,DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_353,DANGER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_354,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_355,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_356,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_357,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_358,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_359,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_360,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_361,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_362,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_363,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_364,OTHER,,EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_365,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_366,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_367,EXPLORATION,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_368,OTHER,,OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_369,OTHER,,EXPLORATION
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_0,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_1,OTHER,OTHER,DANGER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_2,OTHER,OTHER  ,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_3,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_4,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_5,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_6,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_7,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_8,DANGER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_9,DANGER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_10,DANGER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_11,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_12,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_13,OTHER,OTHER,EXPLORATION
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_14,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_15,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_16,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_17,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_18,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_19,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_20,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_21,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_22,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_23,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_24,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_25,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_26,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_27,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_28,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_29,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_30,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_31,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_32,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_33,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_34,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_35,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_36,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_37,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_38,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_39,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_40,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_41,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_42,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_43,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_44,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_45,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_46,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_47,EXPLORATION,OTHER,EXPLORATION
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_48,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_49,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_50,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_51,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_52,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_53,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_54,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_55,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_56,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_57,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_58,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_59,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_60,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_61,OTHER,OTHER,EXPLORATION
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_62,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_63,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_64,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_65,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_66,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_67,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_68,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_69,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_70,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_71,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_72,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_73,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_74,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_75,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_76,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_77,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_78,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_79,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_80,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_81,DANGER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_82,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_83,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_84,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_85,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_86,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_87,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_88,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_89,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_90,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_91,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_92,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_93,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_94,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_95,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_96,DANGER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_97,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_98,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_99,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_100,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_101,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_102,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_103,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_104,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_105,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_106,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_107,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_108,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_109,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_110,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_111,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_112,DANGER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_113,OTHER,DANGER,DANGER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_114,DANGER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_115,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_116,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_117,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_118,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_119,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_120,DANGER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_121,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_122,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_123,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_124,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_125,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_126,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_127,DANGER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_128,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_129,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_130,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_131,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_132,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_133,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_134,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_135,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_136,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_137,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_138,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_139,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_140,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_141,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_142,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_143,EXPLORATION,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_144,OTHER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_145,DANGER,OTHER,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_146,EXPLORATION,DANGER,DANGER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_147,DANGER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_148,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_149,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_150,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_151,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_152,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_153,DANGER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_154,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_155,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_156,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_157,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_158,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_159,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_160,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_161,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_162,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_163,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_164,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_165,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_166,DANGER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_167,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_168,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_169,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_170,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_171,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_172,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_173,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_174,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_175,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_176,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_177,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_178,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_179,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_180,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_181,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_182,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_183,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_184,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_185,DANGER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_186,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_187,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_188,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_189,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_190,DANGER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_191,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_192,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_193,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_194,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_195,DANGER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_196,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_197,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_198,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_199,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_200,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_201,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_202,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_203,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_204,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_205,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_206,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_207,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_208,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_209,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_210,DANGER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_211,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_212,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_213,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_214,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_215,EXPLORATION,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_216,DANGER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_217,OTHER,,OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_218,OTHER,,OTHER
