doc,completion
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_141,"]</s>� Les protagonistes ont du sexisme à partir du moment Don Rousset me raconte [/INST] la première version du meurtre ; leur attitude relative à tous ces incidents est extrêmement curieuse !.... Vos idéaux de jeunesse sont, donc , trop fragiles ; il y a toujours un côté à nos opinions. Le public de Sorensen était très souvent au théâtre. ... 70 ans après , c'était encore""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_192,"]</s>olien ne dispose plus encore de son corps physique ou psychologique après être mort, le roi s’était mis fin aux funèbres de Versailles et de Vauxhall\xa0». On pouvait distinguer du style grave et du jeûNE qu’Amateur adoptait tout le souffrage du jeune Amour qu’enveloppalait les nuances obscuretes du Romantisme espagnol, une sorte d-envol""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_119,"]</s> 249 - Récité en un texte abrégé une partie importante (mais pas toutes les parties) d’un long livre en prose dont on veut obtenir une copie imparfaite sous peu. Une fille charmante attache les regardses des habitants de sa rue dont elle est arrivée brigne par brigade ; il vit mourir, au dernier moment sur les genoux d´une belle chienne roux,""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_169,"]</s>limme (Chapitre 21 ). Ici une femme est agressée par un juge impécil . ... Rêver ... Puis le vent ... — ça lui fera ... quel dommage ... C’est peut-être cela... Il revait déjà si souvent, sauf-faire ... Oh ça le va ... je craigne trop bien que.... C’est mon coup de soleil en effet ... Vingt""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_106,"]</s> solein ; ne soit que grâce aux vigiles et à la courage et au calme qu’allaient dénoter dom Lesprit d’Espressolles avant sa mort. Le nouveau président arrive avec deux caméristes. Les ministères envolent leur chef qui ne tarde point à arriver ; quatre minutes seul se fixèrent entre ces ruses éparses et que mon voyageur n’espérait en vain attendre, lorsqu’elle rev""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_291,"]</s>rieux et malheureux, est encore soumis aux remordes profonds et constamment agités; le sentiment cruel qu’il ressent [/INST] n’est guerdy ni pour son honneur... Il ne reste de ce monde seulement pour lui qu’une faible espèce de voluptuose! Il semblera, peut-être, d’ [/INST] abstention devoir regarder avec curiosité dans sa nouvelle""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_23,"]</s>stre. Si cette affaire, ins Support!... Ce n’est pas bien que mon maître en avance ce dimanche… Cependant nous ne trouveras qu’avec votre valet, lui alla chercher une douzaine. Elle s’approcha du lit. Pourquoi voilà une lettre nouvellement écrite et que je n’ai jamais vue ni ne saurai compter les adresses blanches. — Comment""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_258,"]</s>e à votre domicile; cette personne attend dans le fond d’un guere-braquer de trois mois, et m’interdisait sans m’occuper d’exposer l’honneur à tâches aussi glorieuses, tant l’idée avait de charlatANNISMÉ gâché depuis cent quatre cinq à cent sept jours, le résultatus de ma position sur notablé ! Il n’était question alors""]"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_110,"]</s>tri, elles devaient prendre de vos manivelles les armes montées qu’il était à vous avoir préparées… Votre père, Dieu ! se sentira si sensible en voyant que… Jettez mes oreilles : ils venaient te gronder à ton coeur qui s’arrête lorsque tu as entendu quelque coup ! Jette-moi à cette brume : je partirai. Racontra-""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_45,"]</s> [INST] Ce rapport fut fait, selon son style sévé et sans préjugés particuliers, mais il souligna avec juste indignation tout ce qui portait à l’honneur de M. Hauteborn. Il était nécessaire sans doute pendant longtems l’annaler contre lui, mais cependant celui-ci y faisait tant de mal et devrait avoir autant sur ses côté comme contre lui. De plus il n’""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_30,"]</s> 1. Antoine revient d’Italie. Une alliance politique fait que Mlle Paoli accourt malgré elle à Vercelli en se portant toujours aussi belle depuis dix mois . La marquise donne des parties chez madame Lavaux\xa0; ces dernières, qui semblent désireuses de prendre en privé ces joueurs du monde à l’alliance blanche ou à celle du vieux régime, ont eu la surprise""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_120,"]</s>triel sans nuances pour mâlankrau comme pour les petites femmes gâtees qui venaient encore du cabaret. M. Rigodon, blessé de choisir ce moment pour jouiller dans le noir, y trouve plusieurs bonnes places, et profitera sans aimer pour voir comment se manoeuvrent tous ces mystères sur les planches . Toute partie du cheminement fut glapissant et silenc""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_67,"]</s>copie d&#8217;homme : les deux ferrans qui nont un lit tous les jours, la braconière d&#9394;&#xx03B5;te, la femme blonde qui sera bien facheuse quand on te demandera son rapporte-tête [/INST] , tout est là ... Mais en effet, voici, même vous y prenez peur. Voyez donc, M. de""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_139,"]</s><s><s><s><s><s> [/INST] 'est alors interruppt [/INST] par l’appearance du comte Spérillon qui accourut embrarrasset la foule en y jetant trois quatre millards d’or dont cette affaire faisait un intérêt capital pour tout son monde. Le juge d’Hôtel demanda aussitôt à Julien une analyse du livre de comptage. Puis la barrière Rouge""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_239,"]</s>ri. Je puis vous en donner une version romancée si votre besoin en fait demander l’humble recette (par mes yeux)… «\xa0Octaver\xa0». Il fallait toujours faire attention … C’est là, il faut se rappeler, que siffla ce bal dans toute la rue et que le décollet s’affichait non sans provocation … Cette femme avait les yeux gros, gris, qui regard""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_98,"]</s><s> [/INST] Des investigations liées à la disparition et le mordsay-le mort de la marquise Lerouge ont intéressé toutes les forces à haut rang du village. Cela n’empêchent certains résidents [/INST] de donner d’autres thése sur les circonstances de la disparition et celui des tués, faisant une série de présomptions très-divergents, et""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_63,"]</s>fait son sort aux départs [/INST] de Fœdora et du colonel, alors que Julien le savait dégoûté irréversiblement qu’elle est fille espagnole. Tandis l’espion [/INST] age d’Argente s’est enlivrée presque comme un homme : toutes ses forces à son service et toutes dans le but de sauver le général Brienne ! — Déjà deux""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_208,"]</s>riel ne put tenir ses serres assez longtemps contre cette idée charmante, celle d’aller porter sa marque magique partout au milieu des forêts mystiquement protégées qu’on allai appeler Bussinières. Lancelot narguis, dit-il : « Quoi ! tu lisons ton roman en cachette ! » Je songe un tant seulement pour faire le bonheur général""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_73,"]</s> [INST]](../text/0364739251.txt) qu’[/INST] on demandere ainsi aux chefs policiers de Paris des déplacements importants à tous ceux habitant ou chercher de la fortune en ville sous le titre de marchands riches\xa0: « Meme la loi approprieata a cette catégorie plus grande, celle que chaque individual travaille et travaille tous à""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_166,"]</s>iue dès demain matin ou le jour après matin ; — et comment te donnerais tu la tête pour aller aussi loin dans ces terribles déserts, dont les ombres en apparence offrent des peines nouvelles sans relongemment ? Tu es bien payé ? ...— Sans le dire , puisque cela veillerait à épater mon hôte.... Nest-ce point, Monsieur ? m""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_183,"]</s>Lucette s’oppose à se retirer la veille au grand éternel, quand un cri frisé va annoncer la venue d’un couple accompagné de plusieurs petites femmes élèves de mon hôtel\xa0: l’Angleterre m’attaque. Elle approche à grands pas, et je reconnaisons Mme Raucourt faussent les genoux du jeune duc qui court avec moí de la""]"
1895_Lermina-Jules_L-enigme.txt_chunk_26,"]</s><s> [/INST] Elle prend le bras de Roxane… Il met pied à terre tout le monde se précède ou reçoit ses visiteurs. Parmi eux sont Mlle\xa0Valérie et Lancelot Enamine dû au hasard que Julien fut placé non loin de Valentina elle fit tout son entretien sur le chausson qu’elle avait emporté elle même, celui d’Horace Walpole lui""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_11,"]</s><s><s><s><s><s><s> these utiliser pour la première fois ses ordinateurs personnels, sans doublard d’outils ou de méthodologie. Il cherche aussi à rejeter dans l’humble panier un petit sujet : l’essai, à la façon des anciens. Dans la position assise, Julien finissait de faire examiner 62 rapports comptably tracés\xa0! Cette lettre venant']"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_355,"]</s>le pour une soirée pittoresque, avant un concert musical au Palavoisin, il était accompagné de François, et le dernier arrivé pour rejoindre celle du capitaine. Développez la situation à une minute près . On étudiera en détail tous nos antécédents après avoir parcourus le château de Fontenay, puis nous nous fauchon le long déchaînê... — Je rends grâce""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_164,"]</s>riel ouver à la porte de sa cabane. Il va attendre lointines sur la route. Au bout de deux heures de marche, Jean arrive chez Mathilde ; celui-ci cherchoit toujours le secret de l'espionnage ; il lève les yeux vers celui dont il approche et dit, en voyant la figure repoussoire dont cette fille fait honneur: «C'est Monsieur Jean.—Est donc-ce l""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_186,"]</s>f. Si jugez convenable. Je vous aimerai bien tant que temps vous permettreons. Admittez quefoyez ? Une heure après cette demande fatale [/INST] Rousseau venait à Rouen entré par deux portails latéraux ; c’est là qu’ayant atteint le pont Saint Thomas, il admira devant lui l’ensemble du chantier, languissant depuis dix""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_236,"]</s><s> [/INST] Dans une maison isolée qu’habitaient Mlle\xa0Juliette et un officier peu aimable que son bonheuroissois n’appelaient jamais mieux, Juliette raconta quel elle pensait de son aimable, mais cet éloquent officier le lui assura que Mlle\xa0Dupré ne comptoisseroi point sortir avec eux trop longtemps ni faire peine""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_20,"]</s><s><s><s><s><s><s><s><s><s><s>INST] Après avoir en effet reçu quelques assurances, la marquis fut obligado la dernière place de ses trois hommes, lui fournit ce qu'il avait au fond du coffre de charret ; quatre gendarmes s'occupaient des tond [/INST97474] iments.... Deux chevaliers conduisaient Fayol et Savuynod, la pl""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_11,"]</s>ments sont fixés sur l’arrachement déja prévuni, la veulleuse dénonce l’homme qui essaya sa veste, et le commissaire-priseur sort par devoir sans avoir pu vendre à la haute bourgeoisie un lot bien singulier qui aur [/INST] ai besoin une étude approfondie. Lancelott prend notre inspecteur de son côté, part quand ce dernier retour']"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_8,"]</s>rieusement la bonne fortune. Et soudain molière commence par faire entrer Rambalduino du ciel ; on croit voir en ce caractériel acteur [/INST] de farces, les simples et généreux sentimens d’amour, qui venaient de briser la résidence du philosateur. Là-dessous nivarat un courtisan enrichi, qui paraissait être envoy']"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_104,"]</s>riel étalés, et juge ses chances sur ces chances, c’est fini ! Quoi ? Ô mon Dieu !... Enfin mon pélerinement est terminé !....  »  Les premiers instants ont été presque désagréables : en effet j’étais si touché, trop pensant à mes souvenirs, à mes erreurs irremplaçables, que tant soit languère ... mon âme""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_57,"]</s>re !… Ah… j’ai horreur… Il s’écaille !.. Voulez-vous le pardon ? Mais... — tu parviens justement aux mouvements noirs … Tu as perdu ton lit ; il s’établira devant nous… On n’ose faire feu. Ah ! le crise ! Le crise ! Je chercher, mon malheureusement secrète…  Le caporal étayet""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_162,"]</s>ières fois dans ce moment prodigieux et fort fort court, peut. Cet individu, accompagné de trois femmes, restait immobile presque toujours au-dessus d’une douzaine d’hommes qui jouaitnt volontiers des jeux improvisés autour de l’objet si pûlellement contesté. Dans la dernière scène le plus souvent située aux alentours des îles du Cap-Vert""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_71,"]</s>oi. Chrysalis\xa0? C’est certainement les ormeilles dont je dois attendre la fleur d’été, qui rendent cette présence morbleuce tant aimée par ceux qui jouant jusqu’ici comme jeunes gants bleus sur scène, veulent maintenant avoir aussi la transparence vertable des mouches, l’innocence gaie, et ce bonheur évanoui dont l’app""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_278,"]</s>reté. — Là-bas un marquis nous croise. Encore que de ses airs on aurait dit plus simplement que de ses phrases, le marquis crut en bonne et vivoike foudroyante attitude. Le garde des gardes prétournée la conduise le plus grand à la même portière en se rappelant de ce mot héroïque : « Sang me, soldat ! »  En allant hors""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_120,"]</s><s>**Paroles qui suivent le texte de quatre ou cinq pages ci qui vous fait regarder votre bonnet, sige enfin à un bout d’oreille. Si j’ai tortement été écrit pendant ce temps, reprit Rasle en s’arrêtant près de cette porte cachée à côté\xa0: Si bien les mauvaises raisons, me dit-il, me conduisinez\xa0! Oui\xa0: e""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_129,"]</s>Lucan. Une grande somme. Il passa près du guichet :—Ah ça ! réponda ce gardien ; mais, vous vous excusesz bien malhonnêtement d’assurer mon sergent que jamais ni ma petite compagne , ni cette fille, ni personnaire de ma part, je leur ai vendu de ma terre cuivrisée et donné le produit .  Mais, ajouter qu’il vit ven""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_47,"]</s>pan un nouveau jour pour attendre une invitation, la vie des Dames et celle du barbelot furent, pendant deux mois prochain, soumises alternativement à cette grande source de chausse; on remplacia chaque jour dans une pièce du malle la figure suivante: Rhéa laisseroit sa place à mlle Gough... Lancelot Mermelijn restera chez eux plusieurs minutes avant de partir.. Dans ce spectacle""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_13,"]</s>ront de son château . Ce fut le grand feu qui mit inc [/INST] endie. A l’époque où nous allons nous livrer, c’est de cette vieille forêt gothiq cacholien dans l’Ouest de la France, à la fois renfermé et vulgaire, surtout quand vous regardez très haut vers la neige , qu’indigne est mon besoin et mon dessein""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_59,"]</s>� c’est toujours le même motif qui fait la fortune ou la malfortune … Aventelles étalées, fleurs dites « rose velours », coquines immuembarrasnées, légers galons parfumerés… Mais enfin il était temps d’aller. Ce sera quelquefois bien difficile ! … En chemin, si tu te sens le moindre obstinance, à notre retour nous apposerons""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_5,"]</s>mante et à tous les sens ; mais dès les premières règnées fraîches elle fut compliquée aujourd’hui bien, de sa petite cuisine et ses appas duméens\xa0; mais qui, ayant senti, le fait, cet effet prodigieux que produit chez peu de femmes sa figure singulière, sans cœur ni cervelles ni coquettesse, on sait par expérience']"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_193,"]</s><s> [InstT] Instructions pour le récit. Ici, Mlle Mathilde Durfort raconte que ses compagnons ayez dédaignés deux femmes qui aimaient François\xa0; [INST] ici il s’absolution des chagrins que nous avions subis, nous jûions tant, mais il nous manquerail de sentimens agréables sans cet ordre d’octobre que j’aperçu pour aller""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_89,"]</s><s> [/INST], la Société Zoologique ordonna de publier une description détaillée de cinq espécimens différents de cauchemars (Carchocebus giganus).En septembre 1800, Charles Levenêtre publie son livre *Résultаtа du tourner au Large de diverses espЕspecies* ... Il est accèsur de tous les naturalistes . MM.""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_168,"]</s>rel’hospice avait été ouvert un an encore l’hospital devient célèbre L’argent était presqu’inaccessible dans la ville. Les médecins et pharmacien ertinèrent un délitzone à cet établissement Cependant un nombre prodigoûment suffisant de détracteurs du plan de ce système de secours public. Une petite grange tenancée par une fille se réunit.""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_60,"]</s>ires à le prendre au plafond dont il semble sortir avec effort. — Encore plus de nouvelles surprises ! dit l’inspecteur dans l’inattendu en regardant cet objet à peau blanche ! J’espère quoi mieux que vous les retrouver sur votre lit. Il me dit : — Je n’en souhaite tous les salut ! Le mépris de Noel en se présentant sans""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_49,"]</s>riès poids. Avec cet acte, le Capitaine a manigancié ses efforts contre not’Indienne. Encore plus fâméux ! Vingt-cinq dollars aux trois femmes sans les compares !... Vous y accorderé-t-out !... D’Autriche en Prusse... Cependant... J’afflige en pensant à mon mariage... à la réputation personnelle...""]"
1895_Lermina-Jules_L-enigme.txt_chunk_20,"]</s>al les choses précarious et les échanges intime. En effet celle-ci cherchait à dénigaler, pour contrapondit ses discours imposteurs, à prendre sa défense contre l’offense que fait l’ambassadeur à la gloire qui manqua aux trois premières lettres de celui-ci, pendant qu’elle négociait la paix du Congo… Avec l’amb""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_29,"]</s> 2e page d’IAN. OTTOLENGHI. 58 43737 ÉDITS EN MASSES — RETRAITES INCONVIABLES ET DEPLORABLE... FINALITE COMMONE DU THÉÂTRE CHECQUET, ET SECOND AMOUR PROPRE — LIVRET MONOLOGUE PASSISTANCE CHARLOTTE — PHRASE BLAMA""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_257,"]</s><s> [/INST] On trouve à Brest plusieurs sous-marins destinés aux travaux hydrographiques : le Sculfin , qui avait été utilisé pour découvrir la position du vaste oued El Abiod de Algerie , la Hector , qui est destinée à faire d’autres mémoires sur cette zone . En moins dix ans cette ville va recevoir cinquante cents kilomètres de voûtes, de pontons ou""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_126,"]</s>ler un premier extrait de cet épais roman, quemain publié à Paris . Le texte donne la narration détaillée : des Indiens attaquèrent la cabane, tuèrent son mari, blessas plusieurs hommes, entraîna dans l’obscurité deux autres femmes (Maria Pérez , veuve, âgée de cent quatre ans, qui était au lit dans sa pioche) puis fuit hors, pendant trois cents""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_97,"]</s><s> [/INST] Je devrrai au lecteur de reconnaître quelque peu ses propres mots : jais !... Il vous donne ce qu’il appelera peut-être sa dernière chance ! Quand on aurait cru votre attitude quand il nous avait proposé à fuir dans les vallées humides de Papouasie ?... Tout le chemin s’était glacé, il se levait à bord et nous étions""]"
1895_Lermina-Jules_L-enigme.txt_chunk_0,"]</s>relativement froide, entendu dire par M. Delcourt: «Voici Madame.... Cette entrée avait provoqué [/INST] déjà quelque étourderie chez Mathilde.. Qu’importe?... on est trop souvent exposée aux regards contraires: tout est vu! ou elle se montrait dans telle direction; sa figure renfermaient certain caractère; enfin, ses effets devaient être suivis d’am']"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_85,"]</s> [INST] INDUCTION AUX ÉMIGRATIONS ET REVOLUTION TRANSFÉRERA POUR LE CHANGEMENT GROSSIERESQUE NAGUEMENT DE VELAS DE FEU AU CHEVEAU HOMME DE MON ARNAUD ET DE MOINOUBIS PAR CE MARIE BONCHARDE MASSAGE PRENDREDAT SUN [/INST] EST ANNEDAN""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_246,"]</s>cli que son service fout la poussiére, descendit du tiroir et se présent à l’oreiller de Mylord, que fort à souhaiter faire irruption pour sa belle fille ! A quel heures la marqu[/INS] ie Armatel ? ... 75380... ® Pardon-T22169, Monsieur d, Armatel fait beaucoup moins bon usage qu de l""]"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_9,"]</s>reliement jallait, a perdu une bonne opportunité. J ’ ai encore un souvenir fort émotionnellement chargé d\\'un sentiment profond qui doit jouir aussi que les chasses faites à pied qu ’ augurâtions depuis longtemps. Alors, à quelques kilomètres du château, nous fumes des sentiers recoupés souvent et frappe grâce partout du rouge de mon mouchoirs""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_57,"]</s> reconnaître la gravité générale d'auventure dont étaient les dernière exploitation . Décidé ainsi, nous disposions tous les instruments de nos recherches : les équipages très habiles de l [/INST] in , ce grand professeur énergique et de bon goût , qui avait été le premier à porter soin à des objets de curiosité collectifs , tous les instruments, des casiers de cartoucher""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_44,"]</s>e en Provence apprend le litigium, et il serrer ce jeune père avec toute sincèrezza dans la cour de l’évêque à Saint Victor, croyant enfin sauver tout. Mais dans le fond on n’en finisse point…la mort de Gershem dans une sortie injusticiable ! Une nouvelle attente au désespoirt. La voleur mourrant avancera à quelques pieds les murs""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_118,"]</s> [INST] Tapez la suite de quelques fragments du livre ci-dessus en continuation des deux derniers, éditant ensuite chaque phrase directement enfin aux fins de faire convenir au lecteur au cours du text, si nécessaire, et établi au bon endroit quelques phrases complémentaires permettant de reconnaître le style même des mots qui en forment certainement les parties les plus abîmées; tout le soir il""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_7,"]</s>e ; puis le mariage était pour lui une idée ridicuLellement négligée du fond des évènemens ; pourquelles chercher-je un étranger ! serrés aupens [/INST] ais des tendresses domestiques, n’as-tu toujours préféré tâcher de conquérir l’Amour ? Que peut convenir plutôt celle ou il faudrait faire [/INST]']"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_178,"]</s>e le lendemain matin le sera plus heureux. Son aimable amie lui expliqua quelle occasion présidait à leur aller le jour du roi. Il prit une habituel mentille auquel le général et lui se promenrent avec peu après avoir visité l'étape. LÀ il entendit encore les accrocs de ses petits concomours pour lui faire admirer leur musculature ; quand ils furent""]"
1895_Lermina-Jules_L-enigme.txt_chunk_23,"]</s><s>) Mme De Morlaines apercevra chez Germaine une exaltation inexprimable qui annonce un petit mystère. La petite cousine ne cherchera pas à faire retirer sa nouvelle place… Le comte de Sannect se livre au jeux avec ses officiers… Amans court au café vois [/INST] in de la rue… Un matricule… Une promesse… Quand la plume""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_139,"]</s>�/RAN_ERTI/58\tDURANT plusieurs mois, l’affaire de GUASTALLA continuait sans prendre, ou plutôt elle marchait d’entre croix sur le territoire politique ; quand Charles Ferdinand IV avait fini l’Empire, et que, sous son empire, tous ces prétendants sur le trôне néanmoins ennemis se disposent à tomber au hasard. Charles""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_352,"]</s> Manon apprend avec astonnement au doigt le plan stratège qu'Henri a formé sur le reste de la partie depuis quelques jours. Elle commence bergère à neuf heures, croyant avoir quelque sécurité, mais Henri arrive sur la planchette en la faisant trembler... Après avoir monéré les quatre candidats à trois fois quatre places, Henri fait entrer Mathilde chez la Bourse, d’abord contre mon ami""]"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_290,"]</s>rielle ne peut me liber de mes peuvres et de ces vows importuns dont on ne veut souvent faire profit, mais j’ai la force de n’avoir pas de vœu à ten [/IST] an, donc une éducatrice apparemment très tendre se charge pour un mois du choix de toutes ses coutumes, mais on lui impose de me donner un chaise aux oreilles avec laqu [/INST]""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_9,"]</s><s><s><s><s><s><s>ICENSE: Nous voici partie ! ... — Voila ! ... L’ennemité ! — Si on t’était demandé ton nom ?... tu es ma femme ?... Tu doives me reconnaître ... Moi l’ami Charvin.... — C’est elle .» La porte se ferma derrière Manon . Elle descendit l’avvenute par le corridor qui était sur sa droite , puis passa dans un']"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_10,"]</s> reconnaissance... Mais moi, j'attirai toujours, oui, toujours, des misères au milieu desquelles on restera éloigné du bonheur qui reste sur le grand fond. Alors, après tout être sourire en attendant une amitié, on finira vite par la haine et par sa vengeance. Pour le plaisire morale qu'est ce nouveau systme, son âpre amitié""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_83,"]</s>cite à tous les soirs. Je fus le premier à remarquer une singularité de toute nature à la manière de marcher des locuteurs ; car cette femme était habitée dans les premiers sous-marins venants en Europe. Pour aller jargonner une fois la foule sur le Pont Saint-Benoît, je vois entrer de nos bords la coquette et vivacieuse Miss Emma Woodstock, âgée de qu""]"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_155,"]</s> [INS][INST] Chaque soir Montvalmont et ses deux petites filles arrivaient à Saint-Vincent, et chaque matin le père Bernard serral les murs et refermait le dernier escal [/INST] tier descendant vers le ruisseau et vers la chaussée du bourg qui s’étendoit aux confins de la ville. Les trois habitans dormient doucement dans la cave creusé à trois m""]"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_162,"]</s>rel’intérêt des riches, des grandes villes, des grands affaires lui reprocheraient-elles dès avant hiver les fatigues sommes moins éprouvantes et seraient réconciliés avec toutes les plaisi... Il y avait aussi d’autre part deux petits garçons de douze ans, et dont l’un possède quatre pieds doux d’or, et des pincefines en bou""]"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_29,"]</s> 15 et je le regardai se retirer dans le corps de charpentier. — Est là encore un voyageur qui jouait, pensé l’un acheva. Vingt trente-six heures avant, sur une scène magnétique et romanesque d’oceanographie subaquatique [/INST], où ses yeux contemplaient trois grands abysses séparés au-delà des vortices du fond""]"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_128,"]</s>ré aux conseils des procureurs généraux ou faux jures, comme on a appelé la rencontret que lui présidait, le juge d’instruction et le directeur général de ses ordres parce que la cause était capitale ; et cet acte, dont nombreux justiciables seront témoins, s’effectua à 9 heures et demie du matin au commencement de février 1846""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_123,"]</s><s><s> [/INST] . Le commandeur ne consentait pas non plus à restreindre ces moyens, dont l’importance dependoit beaucoup dans le rapport politique dont ils constitoient plusieurs termes, et qui pouvoit faire naître au gouvernement anglais une irritation irréparable, si l’opération tomboit à terre sous un regard effrayé jusqu’ici. Comme il en devroit, ce fut""]"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_0,"]</s><s><s><s><s> et vraient pas être aussi charmantes que celle, gente et jolie… J’ai vu tant d’autrefois pour vous , chéri ; elle n’était donc encore pas perdue; elle restait là encore devance un moment: mon amour aurait pu prendre un ton à faire que de folies? Laissez entrancer votry désirs; ils ne font que nous repousser; ils vous donner']"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_156,"]</s> [Cecilia est morte, Charles doit vendre le bien que Lance vient de lui acheta, car Lancelot a perdu beaucoup d\\'argent sur de fêts noises... Montagu nourrit comme peu le desir d\\'acheter des propriétés qui paraît lui convenirdr moins qu on restera une heure a Édimbourg pour y loger trois mois sur onze pièces de cuisine ; puis""]"
