doc,label
1895_Lermina-Jules_L-enigme.txt_chunk_22,ot; [OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_133,"ot; OTHER
This"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_97,[EXPLORATION
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_144,"OTHER\]

"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_175,"[ OTHER] 
"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_85,"OTHER

This"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_262,DANGER> The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_72,ef{OTHER}
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_200,"[OTHER]
"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_19,otHER: The scene
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_87,t: [OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_109,ot;OTHER;
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_62,"ot; OTHER
User"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_53,"[OTHER]
"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_115,ef{OTHER}
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_184,"OTHER

The"
1895_Lermina-Jules_L-enigme.txt_chunk_28,"[OTHER]
"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_100,ef{OTHER}
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_16,ot; [OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_111,"ot;OTHER
"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_154,"[OTHER]
"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_301,"{OTHER}
"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_77,ot;OTHER:
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_65,"OTHER\\
The"
1895_Lermina-Jules_L-enigme.txt_chunk_24,"[OTHER]
"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_44,DANGER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_98,[EXPLORATION
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_104,ot; [OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_45,"[OTHER]
"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_81,ognac: [OT
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_129,OTHER. This scene
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_21,ot;OTHER;
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_31,[OTHER] as
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_199,[EXPLORATION
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_28,"{OTHER}
"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_361,"ot; OTHER

"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_101,"ot;OTHER
"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_46,"ot; OTHER
This"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_150,"ot; OTHER
This"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_89,text: [OTHER
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_22,OTHER[](This
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_96,"otHER[]
This"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_47,ot; EXPLOR
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_48,"ot; OTHER
This"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_35,ot; this scene does
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_250,[OTHER] The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_155,DANGER> The
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_89,"DANGER[]
"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_50,OTHER. The scene
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_75,"ot; OTHER
This"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_165,OTHER[/ Just
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_85,: [DANGER
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_61,OTHER[/	
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_39,"ot; OTHER
This"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_138,ot; The scene described
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_13,ing of [OTHER
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_20,EXPLORATION]
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_46,"ot; OTHER
This"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_4,": OTHER

The"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_163,"OTHER
User:"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_241,[OTHER] The
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_29,ef{EXPLOR
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_283,ot; [OTHER
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_28,ot; The scene can
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_189,opardizing the [
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_28,ot; [OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_0,"[OTHER]
"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_91,"ot; OTHER
The"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_128,DANGER> The
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_25,"ot; OTHER
This"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_171,[OTHER] The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_231, Otther scene depicts
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_206,p> [OTHER
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_70,[OTHER]: The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_64,"OTHER\] 
"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_40,[OTHER] The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_19,[EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_269, DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_357,otHER\. This
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_79,p> [OTHER
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_155,ot; [OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_129,"ot;OTHER
"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_155,"ot;OTHER
"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_131,[OTHER] The
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_114,[OTHER] The
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_227,ef{OTHER}
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_142,"ot; OTHER
This"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_245,OTHER\] The scene
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_79,"ot; OTHER

"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_179,"OTHER

The"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_203,[OTHER] :
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_98,[OTHER]: The
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_15,"OTHER

The"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_155,"ot; OTHER
This"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_327, Ottherre's
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_212,[OTHER] as
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_33,"ot; OTHER

"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_17,ot; OTHER as the
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_111,t: [OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_226,promenades en vo
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_53,[OTHER] The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_222,ot;OTHER;
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_143,OTHER[](The
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_123,ences were given by a
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_158,ef{OTHER}
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_104,"b OTHER

The"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_36,[EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_57,OTHER]{.b
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_234,[EXPLORATION
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_132,lorsque les jug
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_36,[OTHER]: The
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_124,ot; The scene described
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_184,": OTHER
Confidence"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_63,"ot; OTHER

"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_216,[EXPLORATION
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_26,ot; Other as the
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_116,"ot;OTHER
"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_59,: [OTHER]
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_147,"ot; OTHER
This"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_227,[EXPLORATION
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_162,"ot; OTHER
This"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_107,ot; the scene can
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_23,"OTHER

The"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_270,: DANGER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_238,[OTHER] The
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_133,[EXPLORATION
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_131,OTHER\] This scene
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_184,"ot; OTHER
This"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_37,OTHER[/	
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_113,"{OTHER}
"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_167,"OTHER\]

"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_98,"ot; OTHER
The"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_363,[OTHER] The
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_161,ot; [OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_168,[OTHER] The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_345,{OTHER} 
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_26,"olr {(""OT"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_63,ot; this scene does
1895_Lermina-Jules_L-enigme.txt_chunk_31,DANGER> The
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_86,[OTHER] as
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_181,"[OTHER]
"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_59,": OTHER

The"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_51,"ot; OTHER
User"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_131,ot; [OTHER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_265,DANGER> The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_41, DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_234,"[OTHER]
"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_170,"OTHER

The"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_77,otHER</s>
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_79,"[OTHER]
"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_102,"[OTHER]
"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_15,[DANGER]
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_281,ing [EXPLOR
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_17,[EXPLORATION
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_16,[EXPLORATION
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_53,ot;OTHER:
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_185," EXPLORATION
"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_116,"OTHER

The"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_86,OTHER\] This scene
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_132,"otHER
This scene"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_41," DANGER  
"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_202,ef{OTHER}
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_140,ef{EXPLOR
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_226,ing [OTHER]:
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_18,DANGER\.
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_105,[OTHER] The
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_6,"ot; OTHER
The"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_137,"OTHER

The"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_329,"OTHER

The"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_109,ef{OTHER}
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_121,"[OTHER]
"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_43,[OTHER] The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_356,"OTHER>

"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_108,: [DANGER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_276,"{OTHER}
"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_129,"ot; OTHER
This"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_156,"ot;OTHER
"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_118,"[OTHER]
"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_77,"OTHER

The"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_109,"ot; OTHER

"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_318,[OTHER] The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_126,"ot;OTHER
"
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_143,"[OTHER]
"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_17,t: [OTHER
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_55,ot; this scene does
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_249,ot;OTHER;
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_353,ot[EXPLOR
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_6,"ot; OTHER

"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_51,[OTHER] The
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_216,ef{EXPLOR
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_134,OTHER]{The scene
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_90,otHER[/The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_86,OTHER. This scene
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_23,DANGER
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_252,p> [OTHER
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_52,"OTHER

The"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_127,"ot;OTHER
"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_100,"{OTHER}
"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_36,[OTHER] The
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_82,DANGER>
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_96,[EXPLORATION
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_33,DANGER> The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_188,ot; [OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_16,"DANGER, as"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_147,[OTHER] The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_78,[EXPLORATION
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_260,[OTHER] :
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_83,otHER[/	
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_325,"ot; OTHER
The"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_245,ef{OTHER}
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_145,ot; This scene is
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_209,"OTHER

The"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_25,"ot; OTHER
This"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_0,ef{OTHER}
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_3,"ot; OTHER
This"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_105,"OTHER

The"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_334,"ot; OTHER

"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_81,: [OTHER]
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_214, Otther scene can'
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_332,ot; [OTHER
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_156,DANGER> The
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_88,[OTHER] :
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_262,"OTHER>

"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_200,OTHER[/Just
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_100,[OTHER]: The
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_22," [OTHER]
"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_149,ef{OTHER}
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_75,[OTHER]: The
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_179,"ot; OTHER
The"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_91,[EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_141,"ot; OTHER

"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_261," Otther 

"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_24," OtHER, as the"
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_66," Ottier, a wealthy"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_189,"[OTHER]
"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_221,OTHER> [/
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_4, [OTHER] as
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_270,"DANGER>
"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_29,"ot; OTHER
This"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_161,ot; [OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_288,[EXPLORATION
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_108,[OTHER] :
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_97,[OTHER] :
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_28,ef{OTHER}
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_59,"otHER

The"
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_9,"OTHER

The"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_113,ot; [OTHER
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_4,"ot; OTHER

"
1895_Lermina-Jules_L-enigme.txt_chunk_30,ot[/ALG
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_117,[OTHER] The
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_70,ot; [OTHER
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_342,ef{OTHER}
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_26,OTHER[/ Ex
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_64,": OTHER

The"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_187,"ot;OTHER
"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_17,[OTHER] The
1855_Barbara-Charles_L'assassinat-du-pont-rouge.txt_chunk_45,DANGER\.
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_150,"ot; OTHER

"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_232,ef{OTHER}
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_74,[OTHER] as
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_31,[EXPLORATION
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_98,DANGER\]}
1895_Lermina-Jules_L-enigme.txt_chunk_7,"ot; OTHER
The"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_40,"ot; OTHER
This"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_174,OTHER[/ The
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_2,DANGER\.
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_35,"{OTHER}
"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_133,[ OTHER] The scene
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_55,OTHER[/	
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_2,"ot; OTHER
This"
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_54," Other 

 The"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_238,[OTHER] The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_68,[EXPLORATION
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_101,"[OTHER]
"
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_58,ot; The scene can
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_124,DANGER> The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_277,[OTHER] The
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_76,"OTHER

This"
1863_Gautier-Theophile_Le-capitaine-Fracasse.txt_chunk_285,[OTHER] The
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_119,"[OTHER]
"
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_118,[OTHER]: The
1882_Aimard-Gustave_Les-bandits-de-l-Arizona.txt_chunk_44,"OTHER

The"
1866_Gaboriau-Emile_L-affaire-Lerouge.txt_chunk_50,otHER[/ot
1887_Pont-Jest-Rene-de_Le-Cas-du-Docteur-Plemen.txt_chunk_10,"ently, the scene can"
1876_Boisgobey-Fortune-du_L-Omnibus-du-diable.txt_chunk_153,OTHER. This scene
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_105,OTHER. The scene
